000871,3
001189,4
001062,4
000980,3
001079,4
001097,4
001120,4
001121,4
001742,3
001108,4
000866,3
001058,4
001013,4
001019,4
001061,4
001160,4
000969,3
000823,3
001673,3
001748,3
001084,4
001672,3
000913,3
001174,4
001010,4
000951,3
001192,4
000504,7
000560,7
000479,7
000917,3
000458,7
001112,4
001738,3
001123,4
000876,3
001156,4
001665,7
000588,7
001085,4
000531,7
000501,7
000425,7
001186,4
001172,4
001118,4
001027,4
000465,7
001050,4
001091,4
000747,8
000607,8
000464,7
000882,3
001684,3
001737,3
001110,4
001103,4
001131,4
000649,8
001634,7
001714,3
000955,3
000739,8
001726,3
000788,8
001649,7
000596,7
000795,8
001198,4
001669,7
000832,3
001002,4
000546,7
001191,4
000621,8
001063,4
000667,8
001052,4
001647,7
000690,8
000576,7
000942,3
000733,8
001667,7
000510,7
001015,4
001632,7
001697,3
001067,4
000758,8
000723,8
000914,3
000708,8
000484,7
000419,7
001094,4
001051,4
000710,8
000732,8
000783,8
001155,4
000994,3
000455,7
000559,7
001661,7
001072,4
001668,7
000808,3
000968,3
000804,3
000789,8
001197,4
001016,4
001713,3
001151,4
001119,4
000809,3
000668,8
000986,3
000674,8
001686,3
000902,3
000836,3
000881,3
001068,4
000571,7
000597,7
001639,7
000821,3
001089,4
000735,8
001017,4
001638,7
001078,4
000753,8
001640,7
001712,3
001723,3
001026,4
000661,8
000875,3
000511,7
001032,4
001685,3
000959,3
001710,3
000552,7
000461,7
000651,8
000431,7
001096,4
001074,4
000848,3
001048,4
000936,3
000711,8
000513,7
001042,4
000945,3
001743,3
001183,4
001039,4
000507,7
001124,4
000960,3
001099,4
001037,4
001650,7
000500,7
000703,8
001642,7
000534,7
001676,3
000998,3
000645,8
000512,7
000993,3
000801,3
000759,8
000627,8
001178,4
000820,3
000756,8
000555,7
001049,4
000600,7
001752,3
000896,3
001107,4
000477,7
000418,7
001066,4
000453,7
001754,3
000721,8
001683,3
000681,8
000805,3
001633,7
000814,3
001184,4
000799,8
000662,8
001732,3
001093,4
001059,4
001756,3
001719,3
001690,3
001199,4
000447,7
000693,8
000786,8
000608,8
000585,7
000583,7
001003,4
000528,7
001137,4
000489,7
000880,3
001696,3
001159,4
000518,7
000612,8
001055,4
001750,3
001674,3
001148,4
000595,7
