001100,4
001139,4
000188,1
001150,4
001259,5
000004,1
001117,4
000240,2
001009,4
001322,6
001331,6
001379,6
001354,6
000405,2
001122,4
001036,4
001387,6
000870,3
000122,1
001389,6
000164,1
001141,4
001305,6
001229,5
000075,1
000999,3
000904,3
000181,1
001161,4
001054,4
001306,6
001360,6
000906,3
000104,1
000223,2
000885,3
001207,5
001292,5
000887,3
000395,2
001021,4
001064,4
001047,4
000246,2
001342,6
001001,4
000272,2
000239,2
001136,4
000863,3
001104,4
000024,1
000073,1
000071,1
001165,4
000990,3
000869,3
000158,1
000923,3
000011,1
000293,2
001090,4
000289,2
001386,6
000934,3
000873,3
000065,1
000148,1
000919,3
000177,1
001146,4
000109,1
000846,3
000803,3
000898,3
000946,3
000903,3
001188,4
001215,5
000900,3
001338,6
001332,6
000921,3
001164,4
000979,3
000064,1
001152,4
001129,4
000155,1
000233,2
000056,1
001293,5
001266,5
001180,4
001221,5
000198,1
000187,1
001166,4
000192,1
000992,3
000810,3
001316,6
001291,5
000136,1
000940,3
001380,6
001006,4
000048,1
000270,2
000956,3
000318,2
000351,2
001281,5
000837,3
000237,2
000199,1
000854,3
000976,3
000947,3
001169,4
001149,4
000899,3
001371,6
000025,1
000943,3
001045,4
000267,2
000117,1
001227,5
001095,4
000021,1
000125,1
000019,1
001240,5
001235,5
000828,3
000110,1
000871,3
001189,4
001311,6
000040,1
000001,1
001062,4
000324,2
001079,4
001097,4
001393,6
001120,4
001121,4
000069,1
001289,5
000332,2
001395,6
001108,4
000119,1
000274,2
000039,1
000153,1
001364,6
000312,2
000403,2
001058,4
001013,4
000219,2
000327,2
000325,2
001061,4
000895,3
001390,6
000329,2
001160,4
001201,5
000969,3
001330,6
000286,2
000401,2
000303,2
000823,3
000144,1
000202,2
000129,1
000280,2
001334,6
001378,6
001084,4
001312,6
000938,3
000890,3
001277,5
001404,6
001290,5
001258,5
000860,3
000913,3
001174,4
000337,2
000340,2
001268,5
001247,5
001265,5
000341,2
000258,2
000328,2
001010,4
000951,3
000093,1
001361,6
001192,4
000076,1
001273,5
001301,6
001345,6
000389,2
000917,3
000335,2
000212,2
001321,6
001239,5
000406,2
000367,2
001112,4
000049,1
000876,3
001156,4
000030,1
000121,1
000265,2
000068,1
000099,1
001341,6
000168,1
000222,2
001085,4
000046,1
000092,1
001355,6
001172,4
001118,4
001027,4
001226,5
001357,6
000146,1
001296,5
000183,1
001275,5
000224,2
001050,4
000085,1
001091,4
000299,2
000086,1
001245,5
000200,2
000882,3
001232,5
001224,5
001110,4
001103,4
001131,4
000955,3
000320,2
000376,2
001359,6
000363,2
001205,5
000017,1
000309,2
000381,2
000087,1
000094,1
000964,3
001198,4
001399,6
001255,5
000061,1
000070,1
000295,2
000127,1
000227,2
000055,1
000832,3
001002,4
001223,5
000173,1
000154,1
001343,6
000175,1
001063,4
001246,5
001052,4
001353,6
000333,2
001288,5
000135,1
000942,3
000213,2
000277,2
000369,2
000266,2
000184,1
001351,6
001344,6
000872,3
001067,4
000914,3
001347,6
001369,6
001094,4
001051,4
001374,6
000128,1
000178,1
000847,3
000062,1
000031,1
001271,5
001155,4
